# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# popcnt
66 0FB8 CE, INVALID, INVALID, 0, code=INVALID
C5FC 5A CD, VEX_Vcvtps2pd_ymm_xmmm128, Vcvtps2pd, 2, op0=r;ymm1 op1=r;xmm5
C4C17C 5A 10, VEX_Vcvtps2pd_ymm_xmmm128, Vcvtps2pd, 2, op0=r;ymm2 op1=m;ds;bx;si;1;0;0;Packed128_Float32 enc=C5FC5A10

62 F17C08 5A 50 01, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Packed64_Float32 co=0;0;0;0;6;1
62 F17C9B 5A 50 01, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=m;ds;bx;si;1;4;1;Broadcast64_Float32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C0B 5A D3, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=r;xmm3 k3
62 F17C8B 5A D3, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=r;xmm3 k3 zmsk
62 D17C08 5A 50 01, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Packed64_Float32 co=0;0;0;0;6;1 enc=62F17C085A5001
62 E17C08 5A 50 01, EVEX_Vcvtps2pd_xmm_k1z_xmmm64b32, Vcvtps2pd, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Packed64_Float32 co=0;0;0;0;6;1 enc=62F17C085A5001

62 F17C28 5A 50 01, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=m;ds;bx;si;1;16;1;Packed128_Float32 co=0;0;0;0;6;1
62 F17CBB 5A 50 01, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=m;ds;bx;si;1;4;1;Broadcast128_Float32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C2B 5A D3, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=r;xmm3 k3
62 F17CAB 5A D3, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=r;xmm3 k3 zmsk
62 D17C28 5A 50 01, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=m;ds;bx;si;1;16;1;Packed128_Float32 co=0;0;0;0;6;1 enc=62F17C285A5001
62 E17C28 5A 50 01, EVEX_Vcvtps2pd_ymm_k1z_xmmm128b32, Vcvtps2pd, 2, op0=r;ymm2 op1=m;ds;bx;si;1;16;1;Packed128_Float32 co=0;0;0;0;6;1 enc=62F17C285A5001

62 F17C48 5A 50 01, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float32 co=0;0;0;0;6;1
62 F17CDB 5A 50 01, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=m;ds;bx;si;1;4;1;Broadcast256_Float32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C4B 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3
62 F17CDB 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3 zmsk sae enc=62F17C9B5AD3
62 F17C1B 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3 sae
62 F17C3B 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3 sae enc=62F17C1B5AD3
62 F17C5B 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3 sae enc=62F17C1B5AD3
62 F17C7B 5A D3, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=r;ymm3 k3 sae enc=62F17C1B5AD3
62 D17C48 5A 50 01, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float32 co=0;0;0;0;6;1 enc=62F17C485A5001
62 E17C48 5A 50 01, EVEX_Vcvtps2pd_zmm_k1z_ymmm256b32_sae, Vcvtps2pd, 2, op0=r;zmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float32 co=0;0;0;0;6;1 enc=62F17C485A5001

66 0F5A 08, Cvtpd2ps_xmm_xmmm128, Cvtpd2ps, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Float64
66 0F5A CD, Cvtpd2ps_xmm_xmmm128, Cvtpd2ps, 2, op0=r;xmm1 op1=r;xmm5

C5F9 5A 10, VEX_Vcvtpd2ps_xmm_xmmm128, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Float64
C4E179 5A 10, VEX_Vcvtpd2ps_xmm_xmmm128, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Float64 enc=C5F95A10
C4E1F9 5A 10, VEX_Vcvtpd2ps_xmm_xmmm128, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Float64 enc=C5F95A10
C5F9 5A CD, VEX_Vcvtpd2ps_xmm_xmmm128, Vcvtpd2ps, 2, op0=r;xmm1 op1=r;xmm5
C4C179 5A 10, VEX_Vcvtpd2ps_xmm_xmmm128, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Float64 enc=C5F95A10

C5FD 5A 10, VEX_Vcvtpd2ps_xmm_ymmm256, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed256_Float64
C4E17D 5A 10, VEX_Vcvtpd2ps_xmm_ymmm256, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed256_Float64 enc=C5FD5A10
C4E1FD 5A 10, VEX_Vcvtpd2ps_xmm_ymmm256, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed256_Float64 enc=C5FD5A10
C5FD 5A CD, VEX_Vcvtpd2ps_xmm_ymmm256, Vcvtpd2ps, 2, op0=r;xmm1 op1=r;ymm5
C4C17D 5A 10, VEX_Vcvtpd2ps_xmm_ymmm256, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed256_Float64 enc=C5FD5A10

62 F1FD08 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Float64 co=0;0;0;0;6;1
62 F1FD9B 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Broadcast128_Float64 bcst k3 zmsk co=0;0;0;0;6;1
62 F1FD0B 5A D3, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=r;xmm3 k3
62 F1FD8B 5A D3, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=r;xmm3 k3 zmsk
62 D1FD08 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Float64 co=0;0;0;0;6;1 enc=62F1FD085A5001
62 E1FD08 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_xmmm128b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Float64 co=0;0;0;0;6;1 enc=62F1FD085A5001

62 F1FD28 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float64 co=0;0;0;0;6;1
62 F1FDBB 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Broadcast256_Float64 bcst k3 zmsk co=0;0;0;0;6;1
62 F1FD2B 5A D3, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=r;ymm3 k3
62 F1FDAB 5A D3, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=r;ymm3 k3 zmsk
62 D1FD28 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float64 co=0;0;0;0;6;1 enc=62F1FD285A5001
62 E1FD28 5A 50 01, EVEX_Vcvtpd2ps_xmm_k1z_ymmm256b64, Vcvtpd2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;32;1;Packed256_Float64 co=0;0;0;0;6;1 enc=62F1FD285A5001

62 F1FD48 5A 50 01, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;64;1;Packed512_Float64 co=0;0;0;0;6;1
62 F1FDDB 5A 50 01, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;8;1;Broadcast512_Float64 bcst k3 zmsk co=0;0;0;0;6;1
62 F1FD4B 5A D3, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=r;zmm3 k3
62 F1FD9B 5A D3, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=r;zmm3 k3 zmsk rc-rn
62 F1FD3B 5A D3, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=r;zmm3 k3 rc-rd
62 F1FDDB 5A D3, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=r;zmm3 k3 zmsk rc-ru
62 F1FD7B 5A D3, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=r;zmm3 k3 rc-rz
62 D1FD48 5A 50 01, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;64;1;Packed512_Float64 co=0;0;0;0;6;1 enc=62F1FD485A5001
62 E1FD48 5A 50 01, EVEX_Vcvtpd2ps_ymm_k1z_zmmm512b64_er, Vcvtpd2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;64;1;Packed512_Float64 co=0;0;0;0;6;1 enc=62F1FD485A5001

F3 0F5A 08, Cvtss2sd_xmm_xmmm32, Cvtss2sd, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Float32
F3 0F5A CD, Cvtss2sd_xmm_xmmm32, Cvtss2sd, 2, op0=r;xmm1 op1=r;xmm5

C5CA 5A 10, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float32
C5CE 5A 10, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float32 enc=C5CA5A10
C4E14A 5A 10, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float32 enc=C5CA5A10
C4E1CE 5A 10, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float32 enc=C5CA5A10
C5CA 5A D3, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C5CE 5A D3, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 enc=C5CA5AD3
C4C14A 5A 10, VEX_Vcvtss2sd_xmm_xmm_xmmm32, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float32 enc=C5CA5A10

62 F14E08 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 co=0;0;0;0;6;1
62 F14EAB 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 k3 zmsk co=0;0;0;0;6;1 enc=62F14E8B5A5001
62 F14E4B 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 k3 co=0;0;0;0;6;1 enc=62F14E0B5A5001
62 F14EEB 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 k3 zmsk co=0;0;0;0;6;1 enc=62F14E8B5A5001 decopt=NoInvalidCheck
62 F14EEB 5A 50 01, INVALID, INVALID, 0, code=EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae
62 F14E0B 5A D3, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F14E9B 5A D3, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk sae
62 F14E3B 5A D3, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 sae enc=62F14E1B5AD3
62 F14EDB 5A D3, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk sae enc=62F14E9B5AD3
62 F14E7B 5A D3, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 sae enc=62F14E1B5AD3
62 D14E08 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 co=0;0;0;0;6;1 enc=62F14E085A5001
62 E14E08 5A 50 01, EVEX_Vcvtss2sd_xmm_k1z_xmm_xmmm32_sae, Vcvtss2sd, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;4;1;Float32 co=0;0;0;0;6;1 enc=62F14E085A5001

F2 0F5A 08, Cvtsd2ss_xmm_xmmm64, Cvtsd2ss, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Float64
F2 0F5A CD, Cvtsd2ss_xmm_xmmm64, Cvtsd2ss, 2, op0=r;xmm1 op1=r;xmm5

C5CB 5A 10, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float64
C5CF 5A 10, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float64 enc=C5CB5A10
C4E14B 5A 10, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float64 enc=C5CB5A10
C4E1CF 5A 10, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float64 enc=C5CB5A10
C5CB 5A D3, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3
C5CF 5A D3, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 enc=C5CB5AD3
C4C14B 5A 10, VEX_Vcvtsd2ss_xmm_xmm_xmmm64, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;0;0;Float64 enc=C5CB5A10

62 F1CF08 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 co=0;0;0;0;6;1
62 F1CFAB 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 k3 zmsk co=0;0;0;0;6;1 enc=62F1CF8B5A5001
62 F1CF4B 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 k3 co=0;0;0;0;6;1 enc=62F1CF0B5A5001
62 F1CFEB 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 k3 zmsk co=0;0;0;0;6;1 enc=62F1CF8B5A5001 decopt=NoInvalidCheck
62 F1CFEB 5A 50 01, INVALID, INVALID, 0, code=EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er
62 F1CF0B 5A D3, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3
62 F1CF9B 5A D3, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk rc-rn
62 F1CF3B 5A D3, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 rc-rd
62 F1CFDB 5A D3, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 zmsk rc-ru
62 F1CF7B 5A D3, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=r;xmm3 k3 rc-rz
62 D1CF08 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 co=0;0;0;0;6;1 enc=62F1CF085A5001
62 E1CF08 5A 50 01, EVEX_Vcvtsd2ss_xmm_k1z_xmm_xmmm64_er, Vcvtsd2ss, 3, op0=r;xmm2 op1=r;xmm6 op2=m;ds;bx;si;1;8;1;Float64 co=0;0;0;0;6;1 enc=62F1CF085A5001

0F5B 08, Cvtdq2ps_xmm_xmmm128, Cvtdq2ps, 2, op0=r;xmm1 op1=m;ds;bx;si;1;0;0;Packed128_Int32
0F5B CD, Cvtdq2ps_xmm_xmmm128, Cvtdq2ps, 2, op0=r;xmm1 op1=r;xmm5

C5F8 5B 10, VEX_Vcvtdq2ps_xmm_xmmm128, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Int32
C4E178 5B 10, VEX_Vcvtdq2ps_xmm_xmmm128, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Int32 enc=C5F85B10
C4E1F8 5B 10, VEX_Vcvtdq2ps_xmm_xmmm128, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Int32 enc=C5F85B10
C5F8 5B CD, VEX_Vcvtdq2ps_xmm_xmmm128, Vcvtdq2ps, 2, op0=r;xmm1 op1=r;xmm5
C4C178 5B 10, VEX_Vcvtdq2ps_xmm_xmmm128, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;0;0;Packed128_Int32 enc=C5F85B10

C5FC 5B 10, VEX_Vcvtdq2ps_ymm_ymmm256, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;0;0;Packed256_Int32
C4E17C 5B 10, VEX_Vcvtdq2ps_ymm_ymmm256, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;0;0;Packed256_Int32 enc=C5FC5B10
C4E1FC 5B 10, VEX_Vcvtdq2ps_ymm_ymmm256, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;0;0;Packed256_Int32 enc=C5FC5B10
C5FC 5B CD, VEX_Vcvtdq2ps_ymm_ymmm256, Vcvtdq2ps, 2, op0=r;ymm1 op1=r;ymm5
C4C17C 5B 10, VEX_Vcvtdq2ps_ymm_ymmm256, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;0;0;Packed256_Int32 enc=C5FC5B10

62 F17C08 5B 50 01, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int32 co=0;0;0;0;6;1
62 F17C9B 5B 50 01, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;4;1;Broadcast128_Int32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C0B 5B D3, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=r;xmm3 k3
62 F17C8B 5B D3, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=r;xmm3 k3 zmsk
62 D17C08 5B 50 01, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int32 co=0;0;0;0;6;1 enc=62F17C085B5001
62 E17C08 5B 50 01, EVEX_Vcvtdq2ps_xmm_k1z_xmmm128b32, Vcvtdq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int32 co=0;0;0;0;6;1 enc=62F17C085B5001

62 F17C28 5B 50 01, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int32 co=0;0;0;0;6;1
62 F17CBB 5B 50 01, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;4;1;Broadcast256_Int32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C2B 5B D3, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=r;ymm3 k3
62 F17CAB 5B D3, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=r;ymm3 k3 zmsk
62 D17C28 5B 50 01, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int32 co=0;0;0;0;6;1 enc=62F17C285B5001
62 E17C28 5B 50 01, EVEX_Vcvtdq2ps_ymm_k1z_ymmm256b32, Vcvtdq2ps, 2, op0=r;ymm2 op1=m;ds;bx;si;1;32;1;Packed256_Int32 co=0;0;0;0;6;1 enc=62F17C285B5001

62 F17C48 5B 50 01, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int32 co=0;0;0;0;6;1
62 F17CDB 5B 50 01, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=m;ds;bx;si;1;4;1;Broadcast512_Int32 bcst k3 zmsk co=0;0;0;0;6;1
62 F17C4B 5B D3, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=r;zmm3 k3
62 F17C9B 5B D3, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-rn
62 F17C3B 5B D3, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rd
62 F17CDB 5B D3, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=r;zmm3 k3 zmsk rc-ru
62 F17C7B 5B D3, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=r;zmm3 k3 rc-rz
62 D17C48 5B 50 01, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int32 co=0;0;0;0;6;1 enc=62F17C485B5001
62 E17C48 5B 50 01, EVEX_Vcvtdq2ps_zmm_k1z_zmmm512b32_er, Vcvtdq2ps, 2, op0=r;zmm2 op1=m;ds;bx;si;1;64;1;Packed512_Int32 co=0;0;0;0;6;1 enc=62F17C485B5001

62 F1FC08 5B 50 01, EVEX_Vcvtqq2ps_xmm_k1z_xmmm128b64, Vcvtqq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;16;1;Packed128_Int64 co=0;0;0;0;6;1
62 F1FC9B 5B 50 01, EVEX_Vcvtqq2ps_xmm_k1z_xmmm128b64, Vcvtqq2ps, 2, op0=r;xmm2 op1=m;ds;bx;si;1;8;1;Broadcast128_Int64 bcst k3 zmsk co=0;0;0;0;6;1
