# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# ⚠️This file was generated by GENERATOR!🦹‍♂️

INVALID, INVALID, Unknown, Unknown, legacy, , legacy, 00, <invalid>, <invalid>, no-instr 16 32 64 cpl0 cpl1 cpl2 cpl3 intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Knotq_kr_kr, Knotq, Unknown, Unknown, VEX, NP, 0F, 44, VEX.L0.0F.W1 44 /r, KNOTQ k1| k2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L0 W1 op=k_reg;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Knotb_kr_kr, Knotb, Unknown, Unknown, VEX, 66, 0F, 44, VEX.L0.66.0F.W0 44 /r, KNOTB k1| k2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L0 W0 op=k_reg;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Knotd_kr_kr, Knotd, Unknown, Unknown, VEX, 66, 0F, 44, VEX.L0.66.0F.W1 44 /r, KNOTD k1| k2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L0 W1 op=k_reg;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Korw_kr_kr_kr, Korw, Unknown, Unknown, VEX, NP, 0F, 45, VEX.L1.0F.W0 45 /r, KORW k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Korq_kr_kr_kr, Korq, Unknown, Unknown, VEX, NP, 0F, 45, VEX.L1.0F.W1 45 /r, KORQ k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Korb_kr_kr_kr, Korb, Unknown, Unknown, VEX, 66, 0F, 45, VEX.L1.66.0F.W0 45 /r, KORB k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kord_kr_kr_kr, Kord, Unknown, Unknown, VEX, 66, 0F, 45, VEX.L1.66.0F.W1 45 /r, KORD k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxnorw_kr_kr_kr, Kxnorw, Unknown, Unknown, VEX, NP, 0F, 46, VEX.L1.0F.W0 46 /r, KXNORW k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxnorq_kr_kr_kr, Kxnorq, Unknown, Unknown, VEX, NP, 0F, 46, VEX.L1.0F.W1 46 /r, KXNORQ k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxnorb_kr_kr_kr, Kxnorb, Unknown, Unknown, VEX, 66, 0F, 46, VEX.L1.66.0F.W0 46 /r, KXNORB k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxnord_kr_kr_kr, Kxnord, Unknown, Unknown, VEX, 66, 0F, 46, VEX.L1.66.0F.W1 46 /r, KXNORD k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxorw_kr_kr_kr, Kxorw, Unknown, Unknown, VEX, NP, 0F, 47, VEX.L1.0F.W0 47 /r, KXORW k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxorq_kr_kr_kr, Kxorq, Unknown, Unknown, VEX, NP, 0F, 47, VEX.L1.0F.W1 47 /r, KXORQ k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxorb_kr_kr_kr, Kxorb, Unknown, Unknown, VEX, 66, 0F, 47, VEX.L1.66.0F.W0 47 /r, KXORB k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kxord_kr_kr_kr, Kxord, Unknown, Unknown, VEX, 66, 0F, 47, VEX.L1.66.0F.W1 47 /r, KXORD k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kaddw_kr_kr_kr, Kaddw, Unknown, Unknown, VEX, NP, 0F, 4A, VEX.L1.0F.W0 4A /r, KADDW k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kaddq_kr_kr_kr, Kaddq, Unknown, Unknown, VEX, NP, 0F, 4A, VEX.L1.0F.W1 4A /r, KADDQ k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kaddb_kr_kr_kr, Kaddb, Unknown, Unknown, VEX, 66, 0F, 4A, VEX.L1.66.0F.W0 4A /r, KADDB k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kaddd_kr_kr_kr, Kaddd, Unknown, Unknown, VEX, 66, 0F, 4A, VEX.L1.66.0F.W1 4A /r, KADDD k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kunpckwd_kr_kr_kr, Kunpckwd, Unknown, Unknown, VEX, NP, 0F, 4B, VEX.L1.0F.W0 4B /r, KUNPCKWD k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kunpckdq_kr_kr_kr, Kunpckdq, Unknown, Unknown, VEX, NP, 0F, 4B, VEX.L1.0F.W1 4B /r, KUNPCKDQ k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W1 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Kunpckbw_kr_kr_kr, Kunpckbw, Unknown, Unknown, VEX, 66, 0F, 4B, VEX.L1.66.0F.W0 4B /r, KUNPCKBW k1| k2| k3, 16 32 64 cpl0 cpl1 cpl2 cpl3 L1 W0 op=k_reg;k_vvvv;k_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movmskps_r32_xmm, Movmskps, Unknown, Unknown, legacy, NP, 0F, 50, NP 0F 50 /r, MOVMSKPS r32| xmm, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r32_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movmskps_r64_xmm, Movmskps, Unknown, Unknown, legacy, NP, 0F, 50, NP o64 0F 50 /r, MOVMSKPS r64| xmm, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;xmm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskps_r32_xmm, Vmovmskps, Unknown, Unknown, VEX, NP, 0F, 50, VEX.128.0F.W0 50 /r, VMOVMSKPS r32| xmm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG32 op=r32_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskps_r64_xmm, Vmovmskps, Unknown, Unknown, VEX, NP, 0F, 50, VEX.128.0F.W1 50 /r, VMOVMSKPS r64| xmm2, 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=r64_reg;xmm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskps_r32_ymm, Vmovmskps, Unknown, Unknown, VEX, NP, 0F, 50, VEX.256.0F.W0 50 /r, VMOVMSKPS r32| ymm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG32 op=r32_reg;ymm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskps_r64_ymm, Vmovmskps, Unknown, Unknown, VEX, NP, 0F, 50, VEX.256.0F.W1 50 /r, VMOVMSKPS r64| ymm2, 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=r64_reg;ymm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movmskpd_r32_xmm, Movmskpd, Unknown, Unknown, legacy, 66, 0F, 50, 66 0F 50 /r, MOVMSKPD r32| xmm, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=r32_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Movmskpd_r64_xmm, Movmskpd, Unknown, Unknown, legacy, 66, 0F, 50, 66 o64 0F 50 /r, MOVMSKPD r64| xmm, 64 cpl0 cpl1 cpl2 cpl3 o64 op=r64_reg;xmm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskpd_r32_xmm, Vmovmskpd, Unknown, Unknown, VEX, 66, 0F, 50, VEX.128.66.0F.W0 50 /r, VMOVMSKPD r32| xmm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG32 op=r32_reg;xmm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskpd_r64_xmm, Vmovmskpd, Unknown, Unknown, VEX, 66, 0F, 50, VEX.128.66.0F.W1 50 /r, VMOVMSKPD r64| xmm2, 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=r64_reg;xmm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskpd_r32_ymm, Vmovmskpd, Unknown, Unknown, VEX, 66, 0F, 50, VEX.256.66.0F.W0 50 /r, VMOVMSKPD r32| ymm2, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG32 op=r32_reg;ymm_rm intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vmovmskpd_r64_ymm, Vmovmskpd, Unknown, Unknown, VEX, 66, 0F, 50, VEX.256.66.0F.W1 50 /r, VMOVMSKPD r64| ymm2, 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=r64_reg;ymm_rm intel64 amd64 lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sqrtps_xmm_xmmm128, Sqrtps, Packed128_Float32, Unknown, legacy, NP, 0F, 51, NP 0F 51 /r, SQRTPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtps_xmm_xmmm128, Vsqrtps, Packed128_Float32, Unknown, VEX, NP, 0F, 51, VEX.128.0F.WIG 51 /r, VSQRTPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtps_ymm_ymmm256, Vsqrtps, Packed256_Float32, Unknown, VEX, NP, 0F, 51, VEX.256.0F.WIG 51 /r, VSQRTPS ymm1| ymm2/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtps_xmm_k1z_xmmm128b32, Vsqrtps, Packed128_Float32, Broadcast128_Float32, EVEX, NP, 0F, 51, EVEX.128.0F.W0 51 /r, VSQRTPS xmm1 {k1}{z}| xmm2/m128/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W0 op=xmm_reg;xmm_or_mem tt=N16b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtps_ymm_k1z_ymmm256b32, Vsqrtps, Packed256_Float32, Broadcast256_Float32, EVEX, NP, 0F, 51, EVEX.256.0F.W0 51 /r, VSQRTPS ymm1 {k1}{z}| ymm2/m256/m32bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W0 op=ymm_reg;ymm_or_mem tt=N32b4 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtps_zmm_k1z_zmmm512b32_er, Vsqrtps, Packed512_Float32, Broadcast512_Float32, EVEX, NP, 0F, 51, EVEX.512.0F.W0 51 /r, VSQRTPS zmm1 {k1}{z}| zmm2/m512/m32bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W0 op=zmm_reg;zmm_or_mem tt=N64b4 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sqrtpd_xmm_xmmm128, Sqrtpd, Packed128_Float64, Unknown, legacy, 66, 0F, 51, 66 0F 51 /r, SQRTPD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtpd_xmm_xmmm128, Vsqrtpd, Packed128_Float64, Unknown, VEX, 66, 0F, 51, VEX.128.66.0F.WIG 51 /r, VSQRTPD xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtpd_ymm_ymmm256, Vsqrtpd, Packed256_Float64, Unknown, VEX, 66, 0F, 51, VEX.256.66.0F.WIG 51 /r, VSQRTPD ymm1| ymm2/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtpd_xmm_k1z_xmmm128b64, Vsqrtpd, Packed128_Float64, Broadcast128_Float64, EVEX, 66, 0F, 51, EVEX.128.66.0F.W1 51 /r, VSQRTPD xmm1 {k1}{z}| xmm2/m128/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 W1 op=xmm_reg;xmm_or_mem tt=N16b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtpd_ymm_k1z_ymmm256b64, Vsqrtpd, Packed256_Float64, Broadcast256_Float64, EVEX, 66, 0F, 51, EVEX.256.66.0F.W1 51 /r, VSQRTPD ymm1 {k1}{z}| ymm2/m256/m64bcst, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 W1 op=ymm_reg;ymm_or_mem tt=N32b8 b k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtpd_zmm_k1z_zmmm512b64_er, Vsqrtpd, Packed512_Float64, Broadcast512_Float64, EVEX, 66, 0F, 51, EVEX.512.66.0F.W1 51 /r, VSQRTPD zmm1 {k1}{z}| zmm2/m512/m64bcst{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 L512 W1 op=zmm_reg;zmm_or_mem tt=N64b8 b er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sqrtss_xmm_xmmm32, Sqrtss, Float32, Unknown, legacy, F3, 0F, 51, F3 0F 51 /r, SQRTSS xmm1| xmm2/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtss_xmm_xmm_xmmm32, Vsqrtss, Float32, Unknown, VEX, F3, 0F, 51, VEX.LIG.F3.0F.WIG 51 /r, VSQRTSS xmm1| xmm2| xmm3/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtss_xmm_k1z_xmm_xmmm32_er, Vsqrtss, Float32, Unknown, EVEX, F3, 0F, 51, EVEX.LIG.F3.0F.W0 51 /r, VSQRTSS xmm1 {k1}{z}| xmm2| xmm3/m32{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG W0 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N4 er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Sqrtsd_xmm_xmmm64, Sqrtsd, Float64, Unknown, legacy, F2, 0F, 51, F2 0F 51 /r, SQRTSD xmm1| xmm2/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vsqrtsd_xmm_xmm_xmmm64, Vsqrtsd, Float64, Unknown, VEX, F2, 0F, 51, VEX.LIG.F2.0F.WIG 51 /r, VSQRTSD xmm1| xmm2| xmm3/m64, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
EVEX_Vsqrtsd_xmm_k1z_xmm_xmmm64_er, Vsqrtsd, Float64, Unknown, EVEX, F2, 0F, 51, EVEX.LIG.F2.0F.W1 51 /r, VSQRTSD xmm1 {k1}{z}| xmm2| xmm3/m64{er}, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG W1 op=xmm_reg;xmm_vvvv;xmm_or_mem tt=N8 er k z intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Rsqrtps_xmm_xmmm128, Rsqrtps, Packed128_Float32, Unknown, legacy, NP, 0F, 52, NP 0F 52 /r, RSQRTPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vrsqrtps_xmm_xmmm128, Vrsqrtps, Packed128_Float32, Unknown, VEX, NP, 0F, 52, VEX.128.0F.WIG 52 /r, VRSQRTPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 L128 WIG op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vrsqrtps_ymm_ymmm256, Vrsqrtps, Packed256_Float32, Unknown, VEX, NP, 0F, 52, VEX.256.0F.WIG 52 /r, VRSQRTPS ymm1| ymm2/m256, 16 32 64 cpl0 cpl1 cpl2 cpl3 L256 WIG op=ymm_reg;ymm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Rsqrtss_xmm_xmmm32, Rsqrtss, Float32, Unknown, legacy, F3, 0F, 52, F3 0F 52 /r, RSQRTSS xmm1| xmm2/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
VEX_Vrsqrtss_xmm_xmm_xmmm32, Vrsqrtss, Float32, Unknown, VEX, F3, 0F, 52, VEX.LIG.F3.0F.WIG 52 /r, VRSQRTSS xmm1| xmm2| xmm3/m32, 16 32 64 cpl0 cpl1 cpl2 cpl3 LIG WIG op=xmm_reg;xmm_vvvv;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 pm cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
Rcpps_xmm_xmmm128, Rcpps, Packed128_Float32, Unknown, legacy, NP, 0F, 53, NP 0F 53 /r, RCPPS xmm1| xmm2/m128, 16 32 64 cpl0 cpl1 cpl2 cpl3 op=xmm_reg;xmm_or_mem intel16 intel32 intel64 amd16 amd32 amd64 rm pm v86 cm lm outside-smm in-smm outside-sgx in-sgx1 in-sgx2 outside-vmx-op in-vmx-root-op in-vmx-non-root-op outside-seam in-seam
