# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

00 CE, Add_rm8_r8
C4E24D 3E 10, VEX_Vpmaxuw_ymm_ymm_ymmm256
62 F24D0B 3E D3, EVEX_Vpmaxuw_xmm_k1z_xmm_xmmm128
62 F24D0B 3E 50 01, EVEX_Vpmaxuw_xmm_k1z_xmm_xmmm128
62 F24D2B 3E D3, EVEX_Vpmaxuw_ymm_k1z_ymm_ymmm256
62 F24D2B 3E 50 01, EVEX_Vpmaxuw_ymm_k1z_ymm_ymmm256
62 F24D4B 3E D3, EVEX_Vpmaxuw_zmm_k1z_zmm_zmmm512
62 F24D4B 3E 50 01, EVEX_Vpmaxuw_zmm_k1z_zmm_zmmm512
66 0F383F CD, Pmaxud_xmm_xmmm128
66 0F383F 08, Pmaxud_xmm_xmmm128
C4E249 3F D3, VEX_Vpmaxud_xmm_xmm_xmmm128
C4E249 3F 10, VEX_Vpmaxud_xmm_xmm_xmmm128
C4E24D 3F D3, VEX_Vpmaxud_ymm_ymm_ymmm256
C4E24D 3F 10, VEX_Vpmaxud_ymm_ymm_ymmm256
62 F24D8B 3F D3, EVEX_Vpmaxud_xmm_k1z_xmm_xmmm128b32
62 F24D0B 3F 50 01, EVEX_Vpmaxud_xmm_k1z_xmm_xmmm128b32
62 F24D9D 3F 50 01, EVEX_Vpmaxud_xmm_k1z_xmm_xmmm128b32
62 F24DAB 3F D3, EVEX_Vpmaxud_ymm_k1z_ymm_ymmm256b32
62 F24D2B 3F 50 01, EVEX_Vpmaxud_ymm_k1z_ymm_ymmm256b32
62 F24DBD 3F 50 01, EVEX_Vpmaxud_ymm_k1z_ymm_ymmm256b32
62 F24DCB 3F D3, EVEX_Vpmaxud_zmm_k1z_zmm_zmmm512b32
62 F24D4B 3F 50 01, EVEX_Vpmaxud_zmm_k1z_zmm_zmmm512b32
62 F24DDD 3F 50 01, EVEX_Vpmaxud_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 3F D3, EVEX_Vpmaxuq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 3F 50 01, EVEX_Vpmaxuq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 3F 50 01, EVEX_Vpmaxuq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 3F D3, EVEX_Vpmaxuq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 3F 50 01, EVEX_Vpmaxuq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 3F 50 01, EVEX_Vpmaxuq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 3F D3, EVEX_Vpmaxuq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 3F 50 01, EVEX_Vpmaxuq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 3F 50 01, EVEX_Vpmaxuq_zmm_k1z_zmm_zmmm512b64
66 0F3840 CD, Pmulld_xmm_xmmm128
66 0F3840 08, Pmulld_xmm_xmmm128
C4E249 40 D3, VEX_Vpmulld_xmm_xmm_xmmm128
C4E249 40 10, VEX_Vpmulld_xmm_xmm_xmmm128
C4E24D 40 D3, VEX_Vpmulld_ymm_ymm_ymmm256
C4E24D 40 10, VEX_Vpmulld_ymm_ymm_ymmm256
62 F24D8B 40 D3, EVEX_Vpmulld_xmm_k1z_xmm_xmmm128b32
62 F24D0B 40 50 01, EVEX_Vpmulld_xmm_k1z_xmm_xmmm128b32
62 F24D9D 40 50 01, EVEX_Vpmulld_xmm_k1z_xmm_xmmm128b32
62 F24DAB 40 D3, EVEX_Vpmulld_ymm_k1z_ymm_ymmm256b32
62 F24D2B 40 50 01, EVEX_Vpmulld_ymm_k1z_ymm_ymmm256b32
62 F24DBD 40 50 01, EVEX_Vpmulld_ymm_k1z_ymm_ymmm256b32
62 F24DCB 40 D3, EVEX_Vpmulld_zmm_k1z_zmm_zmmm512b32
62 F24D4B 40 50 01, EVEX_Vpmulld_zmm_k1z_zmm_zmmm512b32
62 F24DDD 40 50 01, EVEX_Vpmulld_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 40 D3, EVEX_Vpmullq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 40 50 01, EVEX_Vpmullq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 40 50 01, EVEX_Vpmullq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 40 D3, EVEX_Vpmullq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 40 50 01, EVEX_Vpmullq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 40 50 01, EVEX_Vpmullq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 40 D3, EVEX_Vpmullq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 40 50 01, EVEX_Vpmullq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 40 50 01, EVEX_Vpmullq_zmm_k1z_zmm_zmmm512b64
66 0F3841 CD, Phminposuw_xmm_xmmm128
66 0F3841 08, Phminposuw_xmm_xmmm128
C4E279 41 CD, VEX_Vphminposuw_xmm_xmmm128
C4E279 41 10, VEX_Vphminposuw_xmm_xmmm128
62 F27D0B 42 D3, EVEX_Vgetexpps_xmm_k1z_xmmm128b32
62 F27D08 42 50 01, EVEX_Vgetexpps_xmm_k1z_xmmm128b32
62 F27D9B 42 50 01, EVEX_Vgetexpps_xmm_k1z_xmmm128b32
62 F27D2B 42 D3, EVEX_Vgetexpps_ymm_k1z_ymmm256b32
62 F27D28 42 50 01, EVEX_Vgetexpps_ymm_k1z_ymmm256b32
62 F27DBB 42 50 01, EVEX_Vgetexpps_ymm_k1z_ymmm256b32
62 F27D4B 42 D3, EVEX_Vgetexpps_zmm_k1z_zmmm512b32_sae
62 F27D48 42 50 01, EVEX_Vgetexpps_zmm_k1z_zmmm512b32_sae
62 F27DDB 42 50 01, EVEX_Vgetexpps_zmm_k1z_zmmm512b32_sae
62 F2FD0B 42 D3, EVEX_Vgetexppd_xmm_k1z_xmmm128b64
62 F2FD08 42 50 01, EVEX_Vgetexppd_xmm_k1z_xmmm128b64
62 F2FD9B 42 50 01, EVEX_Vgetexppd_xmm_k1z_xmmm128b64
62 F2FD2B 42 D3, EVEX_Vgetexppd_ymm_k1z_ymmm256b64
62 F2FD28 42 50 01, EVEX_Vgetexppd_ymm_k1z_ymmm256b64
62 F2FDBB 42 50 01, EVEX_Vgetexppd_ymm_k1z_ymmm256b64
62 F2FD4B 42 D3, EVEX_Vgetexppd_zmm_k1z_zmmm512b64_sae
62 F2FD48 42 50 01, EVEX_Vgetexppd_zmm_k1z_zmmm512b64_sae
62 F2FDDB 42 50 01, EVEX_Vgetexppd_zmm_k1z_zmmm512b64_sae
62 F24D0B 43 D3, EVEX_Vgetexpss_xmm_k1z_xmm_xmmm32_sae
62 F24D0B 43 50 01, EVEX_Vgetexpss_xmm_k1z_xmm_xmmm32_sae
62 F2CD8B 43 D3, EVEX_Vgetexpsd_xmm_k1z_xmm_xmmm64_sae
62 F2CD0B 43 50 01, EVEX_Vgetexpsd_xmm_k1z_xmm_xmmm64_sae
62 F27D8B 44 D3, EVEX_Vplzcntd_xmm_k1z_xmmm128b32
62 F27D0B 44 50 01, EVEX_Vplzcntd_xmm_k1z_xmmm128b32
62 F27D9D 44 50 01, EVEX_Vplzcntd_xmm_k1z_xmmm128b32
62 F27DAB 44 D3, EVEX_Vplzcntd_ymm_k1z_ymmm256b32
62 F27D2B 44 50 01, EVEX_Vplzcntd_ymm_k1z_ymmm256b32
62 F27DBD 44 50 01, EVEX_Vplzcntd_ymm_k1z_ymmm256b32
62 F27DCB 44 D3, EVEX_Vplzcntd_zmm_k1z_zmmm512b32
62 F27D4B 44 50 01, EVEX_Vplzcntd_zmm_k1z_zmmm512b32
62 F27DDD 44 50 01, EVEX_Vplzcntd_zmm_k1z_zmmm512b32
62 F2FD8B 44 D3, EVEX_Vplzcntq_xmm_k1z_xmmm128b64
62 F2FD0B 44 50 01, EVEX_Vplzcntq_xmm_k1z_xmmm128b64
62 F2FD9D 44 50 01, EVEX_Vplzcntq_xmm_k1z_xmmm128b64
62 F2FDAB 44 D3, EVEX_Vplzcntq_ymm_k1z_ymmm256b64
62 F2FD2B 44 50 01, EVEX_Vplzcntq_ymm_k1z_ymmm256b64
62 F2FDBD 44 50 01, EVEX_Vplzcntq_ymm_k1z_ymmm256b64
62 F2FDCB 44 D3, EVEX_Vplzcntq_zmm_k1z_zmmm512b64
62 F2FD4B 44 50 01, EVEX_Vplzcntq_zmm_k1z_zmmm512b64
62 F2FDDD 44 50 01, EVEX_Vplzcntq_zmm_k1z_zmmm512b64
C4E249 45 D3, VEX_Vpsrlvd_xmm_xmm_xmmm128
C4E249 45 10, VEX_Vpsrlvd_xmm_xmm_xmmm128
C4E24D 45 D3, VEX_Vpsrlvd_ymm_ymm_ymmm256
C4E24D 45 10, VEX_Vpsrlvd_ymm_ymm_ymmm256
C4E2C9 45 D3, VEX_Vpsrlvq_xmm_xmm_xmmm128
C4E2C9 45 10, VEX_Vpsrlvq_xmm_xmm_xmmm128
C4E2CD 45 D3, VEX_Vpsrlvq_ymm_ymm_ymmm256
C4E2CD 45 10, VEX_Vpsrlvq_ymm_ymm_ymmm256
62 F24D8B 45 D3, EVEX_Vpsrlvd_xmm_k1z_xmm_xmmm128b32
62 F24D0B 45 50 01, EVEX_Vpsrlvd_xmm_k1z_xmm_xmmm128b32
62 F24D9D 45 50 01, EVEX_Vpsrlvd_xmm_k1z_xmm_xmmm128b32
62 F24DAB 45 D3, EVEX_Vpsrlvd_ymm_k1z_ymm_ymmm256b32
62 F24D2B 45 50 01, EVEX_Vpsrlvd_ymm_k1z_ymm_ymmm256b32
62 F24DBD 45 50 01, EVEX_Vpsrlvd_ymm_k1z_ymm_ymmm256b32
62 F24DCB 45 D3, EVEX_Vpsrlvd_zmm_k1z_zmm_zmmm512b32
62 F24D4B 45 50 01, EVEX_Vpsrlvd_zmm_k1z_zmm_zmmm512b32
62 F24DDD 45 50 01, EVEX_Vpsrlvd_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 45 D3, EVEX_Vpsrlvq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 45 50 01, EVEX_Vpsrlvq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 45 50 01, EVEX_Vpsrlvq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 45 D3, EVEX_Vpsrlvq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 45 50 01, EVEX_Vpsrlvq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 45 50 01, EVEX_Vpsrlvq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 45 D3, EVEX_Vpsrlvq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 45 50 01, EVEX_Vpsrlvq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 45 50 01, EVEX_Vpsrlvq_zmm_k1z_zmm_zmmm512b64
C4E249 46 D3, VEX_Vpsravd_xmm_xmm_xmmm128
C4E249 46 10, VEX_Vpsravd_xmm_xmm_xmmm128
C4E24D 46 D3, VEX_Vpsravd_ymm_ymm_ymmm256
C4E24D 46 10, VEX_Vpsravd_ymm_ymm_ymmm256
62 F24D8B 46 D3, EVEX_Vpsravd_xmm_k1z_xmm_xmmm128b32
62 F24D0B 46 50 01, EVEX_Vpsravd_xmm_k1z_xmm_xmmm128b32
62 F24D9D 46 50 01, EVEX_Vpsravd_xmm_k1z_xmm_xmmm128b32
62 F24DAB 46 D3, EVEX_Vpsravd_ymm_k1z_ymm_ymmm256b32
62 F24D2B 46 50 01, EVEX_Vpsravd_ymm_k1z_ymm_ymmm256b32
62 F24DBD 46 50 01, EVEX_Vpsravd_ymm_k1z_ymm_ymmm256b32
62 F24DCB 46 D3, EVEX_Vpsravd_zmm_k1z_zmm_zmmm512b32
62 F24D4B 46 50 01, EVEX_Vpsravd_zmm_k1z_zmm_zmmm512b32
62 F24DDD 46 50 01, EVEX_Vpsravd_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 46 D3, EVEX_Vpsravq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 46 50 01, EVEX_Vpsravq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 46 50 01, EVEX_Vpsravq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 46 D3, EVEX_Vpsravq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 46 50 01, EVEX_Vpsravq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 46 50 01, EVEX_Vpsravq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 46 D3, EVEX_Vpsravq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 46 50 01, EVEX_Vpsravq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 46 50 01, EVEX_Vpsravq_zmm_k1z_zmm_zmmm512b64
C4E249 47 D3, VEX_Vpsllvd_xmm_xmm_xmmm128
C4E249 47 10, VEX_Vpsllvd_xmm_xmm_xmmm128
C4E24D 47 D3, VEX_Vpsllvd_ymm_ymm_ymmm256
C4E24D 47 10, VEX_Vpsllvd_ymm_ymm_ymmm256
C4E2C9 47 D3, VEX_Vpsllvq_xmm_xmm_xmmm128
C4E2C9 47 10, VEX_Vpsllvq_xmm_xmm_xmmm128
C4E2CD 47 D3, VEX_Vpsllvq_ymm_ymm_ymmm256
C4E2CD 47 10, VEX_Vpsllvq_ymm_ymm_ymmm256
62 F24D8B 47 D3, EVEX_Vpsllvd_xmm_k1z_xmm_xmmm128b32
62 F24D0B 47 50 01, EVEX_Vpsllvd_xmm_k1z_xmm_xmmm128b32
62 F24D9D 47 50 01, EVEX_Vpsllvd_xmm_k1z_xmm_xmmm128b32
62 F24DAB 47 D3, EVEX_Vpsllvd_ymm_k1z_ymm_ymmm256b32
62 F24D2B 47 50 01, EVEX_Vpsllvd_ymm_k1z_ymm_ymmm256b32
62 F24DBD 47 50 01, EVEX_Vpsllvd_ymm_k1z_ymm_ymmm256b32
62 F24DCB 47 D3, EVEX_Vpsllvd_zmm_k1z_zmm_zmmm512b32
62 F24D4B 47 50 01, EVEX_Vpsllvd_zmm_k1z_zmm_zmmm512b32
62 F24DDD 47 50 01, EVEX_Vpsllvd_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 47 D3, EVEX_Vpsllvq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 47 50 01, EVEX_Vpsllvq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 47 50 01, EVEX_Vpsllvq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 47 D3, EVEX_Vpsllvq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 47 50 01, EVEX_Vpsllvq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 47 50 01, EVEX_Vpsllvq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 47 D3, EVEX_Vpsllvq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 47 50 01, EVEX_Vpsllvq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 47 50 01, EVEX_Vpsllvq_zmm_k1z_zmm_zmmm512b64
62 F27D8B 4C D3, EVEX_Vrcp14ps_xmm_k1z_xmmm128b32
62 F27D0B 4C 50 01, EVEX_Vrcp14ps_xmm_k1z_xmmm128b32
62 F27D9D 4C 50 01, EVEX_Vrcp14ps_xmm_k1z_xmmm128b32
62 F27DAB 4C D3, EVEX_Vrcp14ps_ymm_k1z_ymmm256b32
62 F27D2B 4C 50 01, EVEX_Vrcp14ps_ymm_k1z_ymmm256b32
62 F27DBD 4C 50 01, EVEX_Vrcp14ps_ymm_k1z_ymmm256b32
62 F27DCB 4C D3, EVEX_Vrcp14ps_zmm_k1z_zmmm512b32
62 F27D4B 4C 50 01, EVEX_Vrcp14ps_zmm_k1z_zmmm512b32
62 F27DDD 4C 50 01, EVEX_Vrcp14ps_zmm_k1z_zmmm512b32
62 F2FD8B 4C D3, EVEX_Vrcp14pd_xmm_k1z_xmmm128b64
62 F2FD0B 4C 50 01, EVEX_Vrcp14pd_xmm_k1z_xmmm128b64
62 F2FD9D 4C 50 01, EVEX_Vrcp14pd_xmm_k1z_xmmm128b64
62 F2FDAB 4C D3, EVEX_Vrcp14pd_ymm_k1z_ymmm256b64
62 F2FD2B 4C 50 01, EVEX_Vrcp14pd_ymm_k1z_ymmm256b64
62 F2FDBD 4C 50 01, EVEX_Vrcp14pd_ymm_k1z_ymmm256b64
62 F2FDCB 4C D3, EVEX_Vrcp14pd_zmm_k1z_zmmm512b64
62 F2FD4B 4C 50 01, EVEX_Vrcp14pd_zmm_k1z_zmmm512b64
62 F2FDDD 4C 50 01, EVEX_Vrcp14pd_zmm_k1z_zmmm512b64
62 F24D0B 4D D3, EVEX_Vrcp14ss_xmm_k1z_xmm_xmmm32
62 F24D0B 4D 50 01, EVEX_Vrcp14ss_xmm_k1z_xmm_xmmm32
62 F2CD0B 4D D3, EVEX_Vrcp14sd_xmm_k1z_xmm_xmmm64
62 F2CD0B 4D 50 01, EVEX_Vrcp14sd_xmm_k1z_xmm_xmmm64
62 F27D8B 4E D3, EVEX_Vrsqrt14ps_xmm_k1z_xmmm128b32
62 F27D0B 4E 50 01, EVEX_Vrsqrt14ps_xmm_k1z_xmmm128b32
62 F27D9D 4E 50 01, EVEX_Vrsqrt14ps_xmm_k1z_xmmm128b32
62 F27DAB 4E D3, EVEX_Vrsqrt14ps_ymm_k1z_ymmm256b32
62 F27D2B 4E 50 01, EVEX_Vrsqrt14ps_ymm_k1z_ymmm256b32
62 F27DBD 4E 50 01, EVEX_Vrsqrt14ps_ymm_k1z_ymmm256b32
62 F27DCB 4E D3, EVEX_Vrsqrt14ps_zmm_k1z_zmmm512b32
62 F27D4B 4E 50 01, EVEX_Vrsqrt14ps_zmm_k1z_zmmm512b32
62 F27DDD 4E 50 01, EVEX_Vrsqrt14ps_zmm_k1z_zmmm512b32
62 F2FD8B 4E D3, EVEX_Vrsqrt14pd_xmm_k1z_xmmm128b64
62 F2FD0B 4E 50 01, EVEX_Vrsqrt14pd_xmm_k1z_xmmm128b64
62 F2FD9D 4E 50 01, EVEX_Vrsqrt14pd_xmm_k1z_xmmm128b64
62 F2FDAB 4E D3, EVEX_Vrsqrt14pd_ymm_k1z_ymmm256b64
62 F2FD2B 4E 50 01, EVEX_Vrsqrt14pd_ymm_k1z_ymmm256b64
62 F2FDBD 4E 50 01, EVEX_Vrsqrt14pd_ymm_k1z_ymmm256b64
62 F2FDCB 4E D3, EVEX_Vrsqrt14pd_zmm_k1z_zmmm512b64
62 F2FD4B 4E 50 01, EVEX_Vrsqrt14pd_zmm_k1z_zmmm512b64
62 F2FDDD 4E 50 01, EVEX_Vrsqrt14pd_zmm_k1z_zmmm512b64
62 F24D0B 4F D3, EVEX_Vrsqrt14ss_xmm_k1z_xmm_xmmm32
62 F24D0B 4F 50 01, EVEX_Vrsqrt14ss_xmm_k1z_xmm_xmmm32
62 F2CD0B 4F D3, EVEX_Vrsqrt14sd_xmm_k1z_xmm_xmmm64
62 F2CD0B 4F 50 01, EVEX_Vrsqrt14sd_xmm_k1z_xmm_xmmm64
62 F24F4B 52 50 01, EVEX_Vp4dpwssd_zmm_k1z_zmmp3_m128
62 F24F4B 53 50 01, EVEX_Vp4dpwssds_zmm_k1z_zmmp3_m128
C4E279 58 CD, VEX_Vpbroadcastd_xmm_xmmm32
C4E279 58 10, VEX_Vpbroadcastd_xmm_xmmm32
C4E27D 58 CD, VEX_Vpbroadcastd_ymm_xmmm32
C4E27D 58 10, VEX_Vpbroadcastd_ymm_xmmm32
62 F27D08 58 D3, EVEX_Vpbroadcastd_xmm_k1z_xmmm32
62 F27D08 58 50 01, EVEX_Vpbroadcastd_xmm_k1z_xmmm32
62 F27D28 58 D3, EVEX_Vpbroadcastd_ymm_k1z_xmmm32
62 F27D28 58 50 01, EVEX_Vpbroadcastd_ymm_k1z_xmmm32
62 F27D48 58 D3, EVEX_Vpbroadcastd_zmm_k1z_xmmm32
62 F27D48 58 50 01, EVEX_Vpbroadcastd_zmm_k1z_xmmm32
C4E279 59 CD, VEX_Vpbroadcastq_xmm_xmmm64
C4E279 59 10, VEX_Vpbroadcastq_xmm_xmmm64
C4E27D 59 CD, VEX_Vpbroadcastq_ymm_xmmm64
C4E27D 59 10, VEX_Vpbroadcastq_ymm_xmmm64
62 F27D08 59 D3, EVEX_Vbroadcasti32x2_xmm_k1z_xmmm64
62 F27D08 59 50 01, EVEX_Vbroadcasti32x2_xmm_k1z_xmmm64
62 F27D28 59 D3, EVEX_Vbroadcasti32x2_ymm_k1z_xmmm64
62 F27D28 59 50 01, EVEX_Vbroadcasti32x2_ymm_k1z_xmmm64
62 F27D48 59 D3, EVEX_Vbroadcasti32x2_zmm_k1z_xmmm64
62 F27D48 59 50 01, EVEX_Vbroadcasti32x2_zmm_k1z_xmmm64
62 F2FD08 59 D3, EVEX_Vpbroadcastq_xmm_k1z_xmmm64
62 F2FD08 59 50 01, EVEX_Vpbroadcastq_xmm_k1z_xmmm64
62 F2FD28 59 D3, EVEX_Vpbroadcastq_ymm_k1z_xmmm64
62 F2FD28 59 50 01, EVEX_Vpbroadcastq_ymm_k1z_xmmm64
62 F2FD48 59 D3, EVEX_Vpbroadcastq_zmm_k1z_xmmm64
62 F2FD48 59 50 01, EVEX_Vpbroadcastq_zmm_k1z_xmmm64
C4E27D 5A 10, VEX_Vbroadcasti128_ymm_m128
62 F27D28 5A 50 01, EVEX_Vbroadcasti32x4_ymm_k1z_m128
62 F27D48 5A 50 01, EVEX_Vbroadcasti32x4_zmm_k1z_m128
62 F2FD28 5A 50 01, EVEX_Vbroadcasti64x2_ymm_k1z_m128
62 F2FD48 5A 50 01, EVEX_Vbroadcasti64x2_zmm_k1z_m128
62 F27D48 5B 50 01, EVEX_Vbroadcasti32x8_zmm_k1z_m256
62 F2FD48 5B 50 01, EVEX_Vbroadcasti64x4_zmm_k1z_m256
62 F24D8B 64 D3, EVEX_Vpblendmd_xmm_k1z_xmm_xmmm128b32
62 F24D0B 64 50 01, EVEX_Vpblendmd_xmm_k1z_xmm_xmmm128b32
62 F24D9D 64 50 01, EVEX_Vpblendmd_xmm_k1z_xmm_xmmm128b32
62 F24DAB 64 D3, EVEX_Vpblendmd_ymm_k1z_ymm_ymmm256b32
62 F24D2B 64 50 01, EVEX_Vpblendmd_ymm_k1z_ymm_ymmm256b32
62 F24DBD 64 50 01, EVEX_Vpblendmd_ymm_k1z_ymm_ymmm256b32
62 F24DCB 64 D3, EVEX_Vpblendmd_zmm_k1z_zmm_zmmm512b32
62 F24D4B 64 50 01, EVEX_Vpblendmd_zmm_k1z_zmm_zmmm512b32
62 F24DDD 64 50 01, EVEX_Vpblendmd_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 64 D3, EVEX_Vpblendmq_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 64 50 01, EVEX_Vpblendmq_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 64 50 01, EVEX_Vpblendmq_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 64 D3, EVEX_Vpblendmq_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 64 50 01, EVEX_Vpblendmq_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 64 50 01, EVEX_Vpblendmq_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 64 D3, EVEX_Vpblendmq_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 64 50 01, EVEX_Vpblendmq_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 64 50 01, EVEX_Vpblendmq_zmm_k1z_zmm_zmmm512b64
62 F24D8B 65 D3, EVEX_Vblendmps_xmm_k1z_xmm_xmmm128b32
62 F24D0B 65 50 01, EVEX_Vblendmps_xmm_k1z_xmm_xmmm128b32
62 F24D9D 65 50 01, EVEX_Vblendmps_xmm_k1z_xmm_xmmm128b32
62 F24DAB 65 D3, EVEX_Vblendmps_ymm_k1z_ymm_ymmm256b32
62 F24D2B 65 50 01, EVEX_Vblendmps_ymm_k1z_ymm_ymmm256b32
62 F24DBD 65 50 01, EVEX_Vblendmps_ymm_k1z_ymm_ymmm256b32
62 F24DCB 65 D3, EVEX_Vblendmps_zmm_k1z_zmm_zmmm512b32
62 F24D4B 65 50 01, EVEX_Vblendmps_zmm_k1z_zmm_zmmm512b32
62 F24DDD 65 50 01, EVEX_Vblendmps_zmm_k1z_zmm_zmmm512b32
62 F2CD8B 65 D3, EVEX_Vblendmpd_xmm_k1z_xmm_xmmm128b64
62 F2CD0B 65 50 01, EVEX_Vblendmpd_xmm_k1z_xmm_xmmm128b64
62 F2CD9D 65 50 01, EVEX_Vblendmpd_xmm_k1z_xmm_xmmm128b64
62 F2CDAB 65 D3, EVEX_Vblendmpd_ymm_k1z_ymm_ymmm256b64
62 F2CD2B 65 50 01, EVEX_Vblendmpd_ymm_k1z_ymm_ymmm256b64
62 F2CDBD 65 50 01, EVEX_Vblendmpd_ymm_k1z_ymm_ymmm256b64
62 F2CDCB 65 D3, EVEX_Vblendmpd_zmm_k1z_zmm_zmmm512b64
62 F2CD4B 65 50 01, EVEX_Vblendmpd_zmm_k1z_zmm_zmmm512b64
62 F2CDDD 65 50 01, EVEX_Vblendmpd_zmm_k1z_zmm_zmmm512b64
62 F24D0B 66 D3, EVEX_Vpblendmb_xmm_k1z_xmm_xmmm128
62 F24D0B 66 50 01, EVEX_Vpblendmb_xmm_k1z_xmm_xmmm128
62 F24D2B 66 D3, EVEX_Vpblendmb_ymm_k1z_ymm_ymmm256
62 F24D2B 66 50 01, EVEX_Vpblendmb_ymm_k1z_ymm_ymmm256
62 F24D4B 66 D3, EVEX_Vpblendmb_zmm_k1z_zmm_zmmm512
62 F24D4B 66 50 01, EVEX_Vpblendmb_zmm_k1z_zmm_zmmm512
62 F2CD0B 66 D3, EVEX_Vpblendmw_xmm_k1z_xmm_xmmm128
62 F2CD0B 66 50 01, EVEX_Vpblendmw_xmm_k1z_xmm_xmmm128
62 F2CD2B 66 D3, EVEX_Vpblendmw_ymm_k1z_ymm_ymmm256
62 F2CD2B 66 50 01, EVEX_Vpblendmw_ymm_k1z_ymm_ymmm256
62 F2CD4B 66 D3, EVEX_Vpblendmw_zmm_k1z_zmm_zmmm512
62 F2CD4B 66 50 01, EVEX_Vpblendmw_zmm_k1z_zmm_zmmm512
62 F24F08 68 D3, EVEX_Vp2intersectd_kp1_xmm_xmmm128b32
62 F24F08 68 50 01, EVEX_Vp2intersectd_kp1_xmm_xmmm128b32
62 F24F18 68 50 01, EVEX_Vp2intersectd_kp1_xmm_xmmm128b32
62 F24F28 68 D3, EVEX_Vp2intersectd_kp1_ymm_ymmm256b32
62 F24F28 68 50 01, EVEX_Vp2intersectd_kp1_ymm_ymmm256b32
62 F24F38 68 50 01, EVEX_Vp2intersectd_kp1_ymm_ymmm256b32
62 F24F48 68 D3, EVEX_Vp2intersectd_kp1_zmm_zmmm512b32
62 F24F48 68 50 01, EVEX_Vp2intersectd_kp1_zmm_zmmm512b32
62 F24F58 68 50 01, EVEX_Vp2intersectd_kp1_zmm_zmmm512b32
62 F2CF08 68 D3, EVEX_Vp2intersectq_kp1_xmm_xmmm128b64
62 F2CF08 68 50 01, EVEX_Vp2intersectq_kp1_xmm_xmmm128b64
62 F2CF18 68 50 01, EVEX_Vp2intersectq_kp1_xmm_xmmm128b64
62 F2CF28 68 D3, EVEX_Vp2intersectq_kp1_ymm_ymmm256b64
62 F2CF28 68 50 01, EVEX_Vp2intersectq_kp1_ymm_ymmm256b64
62 F2CF38 68 50 01, EVEX_Vp2intersectq_kp1_ymm_ymmm256b64
62 F2CF48 68 D3, EVEX_Vp2intersectq_kp1_zmm_zmmm512b64
