# SPDX-License-Identifier: MIT
# Copyright (C) 2018-present iced project and contributors

# invalid instruction
26262626262626262626262626262626, INVALID, Legacy, INTEL8086, flow=Exception
62 F14D28 71 50 01 A5, EVEX_Vpsrlw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt16
# vpsrlw ymm6{k3},ymm5,0A5h
62 F14D2B 71 D5 A5, EVEX_Vpsrlw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vpsrlw ymm6{k3}{z},ymm13,0A5h
62 D14DAB 71 D5 A5, EVEX_Vpsrlw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vpsrlw zmm14,zmm21,0A5h
62 B10D48 71 D5 A5, EVEX_Vpsrlw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm14 r=zmm21
# vpsrlw zmm6,[rax+40h],0A5h
62 F14D48 71 50 01 A5, EVEX_Vpsrlw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt16
# vpsrlw zmm6{k3},zmm5,0A5h
62 F14D4B 71 D5 A5, EVEX_Vpsrlw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vpsrlw zmm6{k3}{z},zmm13,0A5h
62 D14DCB 71 D5 A5, EVEX_Vpsrlw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# psraw mm5,0A5h
0F71 E5 A5, Psraw_mm_imm8, Legacy, MMX, op0=rw op1=r rw=mm5
# psraw xmm5,0A5h
66 0F71 E5 A5, Psraw_xmm_imm8, Legacy, SSE2, op0=rw op1=r rw=xmm5
# vpsraw xmm6,xmm5,0A5h
C5C9 71 E5 A5, VEX_Vpsraw_xmm_xmm_imm8, VEX, AVX, op0=w op1=r op2=r w=vmm6 r=xmm5
# vpsraw ymm6,ymm5,0A5h
C5CD 71 E5 A5, VEX_Vpsraw_ymm_ymm_imm8, VEX, AVX2, op0=w op1=r op2=r w=vmm6 r=ymm5
# vpsraw xmm14,xmm21,0A5h
62 B10D08 71 E5 A5, EVEX_Vpsraw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm14 r=xmm21
# vpsraw xmm6,[rax+10h],0A5h
62 F14D08 71 60 01 A5, EVEX_Vpsraw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_Int16
# vpsraw xmm6{k3},xmm5,0A5h
62 F14D0B 71 E5 A5, EVEX_Vpsraw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vpsraw xmm6{k3}{z},xmm13,0A5h
62 D14D8B 71 E5 A5, EVEX_Vpsraw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vpsraw ymm14,ymm21,0A5h
62 B10D28 71 E5 A5, EVEX_Vpsraw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm14 r=ymm21
# vpsraw ymm6,[rax+20h],0A5h
62 F14D28 71 60 01 A5, EVEX_Vpsraw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_Int16
# vpsraw ymm6{k3},ymm5,0A5h
62 F14D2B 71 E5 A5, EVEX_Vpsraw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vpsraw ymm6{k3}{z},ymm13,0A5h
62 D14DAB 71 E5 A5, EVEX_Vpsraw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vpsraw zmm14,zmm21,0A5h
62 B10D48 71 E5 A5, EVEX_Vpsraw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm14 r=zmm21
# vpsraw zmm6,[rax+40h],0A5h
62 F14D48 71 60 01 A5, EVEX_Vpsraw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_Int16
# vpsraw zmm6{k3},zmm5,0A5h
62 F14D4B 71 E5 A5, EVEX_Vpsraw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vpsraw zmm6{k3}{z},zmm13,0A5h
62 D14DCB 71 E5 A5, EVEX_Vpsraw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# psllw mm5,0A5h
0F71 F5 A5, Psllw_mm_imm8, Legacy, MMX, op0=rw op1=r rw=mm5
# psllw xmm5,0A5h
66 0F71 F5 A5, Psllw_xmm_imm8, Legacy, SSE2, op0=rw op1=r rw=xmm5
# vpsllw xmm6,xmm5,0A5h
C5C9 71 F5 A5, VEX_Vpsllw_xmm_xmm_imm8, VEX, AVX, op0=w op1=r op2=r w=vmm6 r=xmm5
# vpsllw ymm6,ymm5,0A5h
C5CD 71 F5 A5, VEX_Vpsllw_ymm_ymm_imm8, VEX, AVX2, op0=w op1=r op2=r w=vmm6 r=ymm5
# vpsllw xmm14,xmm21,0A5h
62 B10D08 71 F5 A5, EVEX_Vpsllw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm14 r=xmm21
# vpsllw xmm6,[rax+10h],0A5h
62 F14D08 71 70 01 A5, EVEX_Vpsllw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt16
# vpsllw xmm6{k3},xmm5,0A5h
62 F14D0B 71 F5 A5, EVEX_Vpsllw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vpsllw xmm6{k3}{z},xmm13,0A5h
62 D14D8B 71 F5 A5, EVEX_Vpsllw_xmm_k1z_xmmm128_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vpsllw ymm14,ymm21,0A5h
62 B10D28 71 F5 A5, EVEX_Vpsllw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm14 r=ymm21
# vpsllw ymm6,[rax+20h],0A5h
62 F14D28 71 70 01 A5, EVEX_Vpsllw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt16
# vpsllw ymm6{k3},ymm5,0A5h
62 F14D2B 71 F5 A5, EVEX_Vpsllw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vpsllw ymm6{k3}{z},ymm13,0A5h
62 D14DAB 71 F5 A5, EVEX_Vpsllw_ymm_k1z_ymmm256_imm8, EVEX, AVX512VL;AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vpsllw zmm14,zmm21,0A5h
62 B10D48 71 F5 A5, EVEX_Vpsllw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm14 r=zmm21
# vpsllw zmm6,[rax+40h],0A5h
62 F14D48 71 70 01 A5, EVEX_Vpsllw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt16
# vpsllw zmm6{k3},zmm5,0A5h
62 F14D4B 71 F5 A5, EVEX_Vpsllw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vpsllw zmm6{k3}{z},zmm13,0A5h
62 D14DCB 71 F5 A5, EVEX_Vpsllw_zmm_k1z_zmmm512_imm8, EVEX, AVX512BW, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# vprord xmm14,xmm21,0A5h
62 B10D08 72 C5 A5, EVEX_Vprord_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vprord xmm6,[rax+10h],0A5h
62 F14D08 72 40 01 A5, EVEX_Vprord_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt32
# vprord xmm6{k3},xmm5,0A5h
62 F14D0B 72 C5 A5, EVEX_Vprord_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vprord xmm6{k3}{z},xmm13,0A5h
62 D14D8B 72 C5 A5, EVEX_Vprord_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vprord ymm14,ymm21,0A5h
62 B10D28 72 C5 A5, EVEX_Vprord_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vprord ymm6,[rax+20h],0A5h
62 F14D28 72 40 01 A5, EVEX_Vprord_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt32
# vprord ymm6{k3},ymm5,0A5h
62 F14D2B 72 C5 A5, EVEX_Vprord_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vprord ymm6{k3}{z},ymm13,0A5h
62 D14DAB 72 C5 A5, EVEX_Vprord_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vprord zmm14,zmm21,0A5h
62 B10D48 72 C5 A5, EVEX_Vprord_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vprord zmm6,[rax+40h],0A5h
62 F14D48 72 40 01 A5, EVEX_Vprord_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt32
# vprord zmm6{k3},zmm5,0A5h
62 F14D4B 72 C5 A5, EVEX_Vprord_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vprord zmm6{k3}{z},zmm13,0A5h
62 D14DCB 72 C5 A5, EVEX_Vprord_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# vprorq xmm14,xmm21,0A5h
62 B18D08 72 C5 A5, EVEX_Vprorq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vprorq xmm6,[rax+10h],0A5h
62 F1CD08 72 40 01 A5, EVEX_Vprorq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt64
# vprorq xmm6{k3},xmm5,0A5h
62 F1CD0B 72 C5 A5, EVEX_Vprorq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vprorq xmm6{k3}{z},xmm13,0A5h
62 D1CD8B 72 C5 A5, EVEX_Vprorq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vprorq ymm14,ymm21,0A5h
62 B18D28 72 C5 A5, EVEX_Vprorq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vprorq ymm6,[rax+20h],0A5h
62 F1CD28 72 40 01 A5, EVEX_Vprorq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt64
# vprorq ymm6{k3},ymm5,0A5h
62 F1CD2B 72 C5 A5, EVEX_Vprorq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vprorq ymm6{k3}{z},ymm13,0A5h
62 D1CDAB 72 C5 A5, EVEX_Vprorq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vprorq zmm14,zmm21,0A5h
62 B18D48 72 C5 A5, EVEX_Vprorq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vprorq zmm6,[rax+40h],0A5h
62 F1CD48 72 40 01 A5, EVEX_Vprorq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt64
# vprorq zmm6{k3},zmm5,0A5h
62 F1CD4B 72 C5 A5, EVEX_Vprorq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vprorq zmm6{k3}{z},zmm13,0A5h
62 D1CDCB 72 C5 A5, EVEX_Vprorq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# vprold xmm14,xmm21,0A5h
62 B10D08 72 CD A5, EVEX_Vprold_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vprold xmm6,[rax+10h],0A5h
62 F14D08 72 48 01 A5, EVEX_Vprold_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt32
# vprold xmm6{k3},xmm5,0A5h
62 F14D0B 72 CD A5, EVEX_Vprold_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vprold xmm6{k3}{z},xmm13,0A5h
62 D14D8B 72 CD A5, EVEX_Vprold_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vprold ymm14,ymm21,0A5h
62 B10D28 72 CD A5, EVEX_Vprold_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vprold ymm6,[rax+20h],0A5h
62 F14D28 72 48 01 A5, EVEX_Vprold_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt32
# vprold ymm6{k3},ymm5,0A5h
62 F14D2B 72 CD A5, EVEX_Vprold_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vprold ymm6{k3}{z},ymm13,0A5h
62 D14DAB 72 CD A5, EVEX_Vprold_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vprold zmm14,zmm21,0A5h
62 B10D48 72 CD A5, EVEX_Vprold_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vprold zmm6,[rax+40h],0A5h
62 F14D48 72 48 01 A5, EVEX_Vprold_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt32
# vprold zmm6{k3},zmm5,0A5h
62 F14D4B 72 CD A5, EVEX_Vprold_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vprold zmm6{k3}{z},zmm13,0A5h
62 D14DCB 72 CD A5, EVEX_Vprold_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# vprolq xmm14,xmm21,0A5h
62 B18D08 72 CD A5, EVEX_Vprolq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vprolq xmm6,[rax+10h],0A5h
62 F1CD08 72 48 01 A5, EVEX_Vprolq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt64
# vprolq xmm6{k3},xmm5,0A5h
62 F1CD0B 72 CD A5, EVEX_Vprolq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vprolq xmm6{k3}{z},xmm13,0A5h
62 D1CD8B 72 CD A5, EVEX_Vprolq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vprolq ymm14,ymm21,0A5h
62 B18D28 72 CD A5, EVEX_Vprolq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vprolq ymm6,[rax+20h],0A5h
62 F1CD28 72 48 01 A5, EVEX_Vprolq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt64
# vprolq ymm6{k3},ymm5,0A5h
62 F1CD2B 72 CD A5, EVEX_Vprolq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vprolq ymm6{k3}{z},ymm13,0A5h
62 D1CDAB 72 CD A5, EVEX_Vprolq_ymm_k1z_ymmm256b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vprolq zmm14,zmm21,0A5h
62 B18D48 72 CD A5, EVEX_Vprolq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vprolq zmm6,[rax+40h],0A5h
62 F1CD48 72 48 01 A5, EVEX_Vprolq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt64
# vprolq zmm6{k3},zmm5,0A5h
62 F1CD4B 72 CD A5, EVEX_Vprolq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vprolq zmm6{k3}{z},zmm13,0A5h
62 D1CDCB 72 CD A5, EVEX_Vprolq_zmm_k1z_zmmm512b64_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# psrld mm5,0A5h
0F72 D5 A5, Psrld_mm_imm8, Legacy, MMX, op0=rw op1=r rw=mm5
# psrld xmm5,0A5h
66 0F72 D5 A5, Psrld_xmm_imm8, Legacy, SSE2, op0=rw op1=r rw=xmm5
# vpsrld xmm6,xmm5,0A5h
C5C9 72 D5 A5, VEX_Vpsrld_xmm_xmm_imm8, VEX, AVX, op0=w op1=r op2=r w=vmm6 r=xmm5
# vpsrld ymm6,ymm5,0A5h
C5CD 72 D5 A5, VEX_Vpsrld_ymm_ymm_imm8, VEX, AVX2, op0=w op1=r op2=r w=vmm6 r=ymm5
# vpsrld xmm14,xmm21,0A5h
62 B10D08 72 D5 A5, EVEX_Vpsrld_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vpsrld xmm6,[rax+10h],0A5h
62 F14D08 72 50 01 A5, EVEX_Vpsrld_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_UInt32
# vpsrld xmm6{k3},xmm5,0A5h
62 F14D0B 72 D5 A5, EVEX_Vpsrld_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vpsrld xmm6{k3}{z},xmm13,0A5h
62 D14D8B 72 D5 A5, EVEX_Vpsrld_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vpsrld ymm14,ymm21,0A5h
62 B10D28 72 D5 A5, EVEX_Vpsrld_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vpsrld ymm6,[rax+20h],0A5h
62 F14D28 72 50 01 A5, EVEX_Vpsrld_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_UInt32
# vpsrld ymm6{k3},ymm5,0A5h
62 F14D2B 72 D5 A5, EVEX_Vpsrld_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vpsrld ymm6{k3}{z},ymm13,0A5h
62 D14DAB 72 D5 A5, EVEX_Vpsrld_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vpsrld zmm14,zmm21,0A5h
62 B10D48 72 D5 A5, EVEX_Vpsrld_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vpsrld zmm6,[rax+40h],0A5h
62 F14D48 72 50 01 A5, EVEX_Vpsrld_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_UInt32
# vpsrld zmm6{k3},zmm5,0A5h
62 F14D4B 72 D5 A5, EVEX_Vpsrld_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vpsrld zmm6{k3}{z},zmm13,0A5h
62 D14DCB 72 D5 A5, EVEX_Vpsrld_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# psrad mm5,0A5h
0F72 E5 A5, Psrad_mm_imm8, Legacy, MMX, op0=rw op1=r rw=mm5
# psrad xmm5,0A5h
66 0F72 E5 A5, Psrad_xmm_imm8, Legacy, SSE2, op0=rw op1=r rw=xmm5
# vpsrad xmm6,xmm5,0A5h
C5C9 72 E5 A5, VEX_Vpsrad_xmm_xmm_imm8, VEX, AVX, op0=w op1=r op2=r w=vmm6 r=xmm5
# vpsrad ymm6,ymm5,0A5h
C5CD 72 E5 A5, VEX_Vpsrad_ymm_ymm_imm8, VEX, AVX2, op0=w op1=r op2=r w=vmm6 r=ymm5
# vpsrad xmm14,xmm21,0A5h
62 B10D08 72 E5 A5, EVEX_Vpsrad_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vpsrad xmm6,[rax+10h],0A5h
62 F14D08 72 60 01 A5, EVEX_Vpsrad_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x10;Packed128_Int32
# vpsrad xmm6{k3},xmm5,0A5h
62 F14D0B 72 E5 A5, EVEX_Vpsrad_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=xmm6 r=k3 r=xmm5
# vpsrad xmm6{k3}{z},xmm13,0A5h
62 D14D8B 72 E5 A5, EVEX_Vpsrad_xmm_k1z_xmmm128b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=xmm13
# vpsrad ymm14,ymm21,0A5h
62 B10D28 72 E5 A5, EVEX_Vpsrad_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=ymm21
# vpsrad ymm6,[rax+20h],0A5h
62 F14D28 72 60 01 A5, EVEX_Vpsrad_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x20;Packed256_Int32
# vpsrad ymm6{k3},ymm5,0A5h
62 F14D2B 72 E5 A5, EVEX_Vpsrad_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=rw op1=r op2=r w=vmm6 r=ymm6 r=k3 r=ymm5
# vpsrad ymm6{k3}{z},ymm13,0A5h
62 D14DAB 72 E5 A5, EVEX_Vpsrad_ymm_k1z_ymmm256b32_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=ymm13
# vpsrad zmm14,zmm21,0A5h
62 B10D48 72 E5 A5, EVEX_Vpsrad_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm14 r=zmm21
# vpsrad zmm6,[rax+40h],0A5h
62 F14D48 72 60 01 A5, EVEX_Vpsrad_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=rax rm=ds:rax+0x40;Packed512_Int32
# vpsrad zmm6{k3},zmm5,0A5h
62 F14D4B 72 E5 A5, EVEX_Vpsrad_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=rcw op1=r op2=r cw=vmm6 r=zmm6 r=k3 r=zmm5
# vpsrad zmm6{k3}{z},zmm13,0A5h
62 D14DCB 72 E5 A5, EVEX_Vpsrad_zmm_k1z_zmmm512b32_imm8, EVEX, AVX512F, op0=w op1=r op2=r w=vmm6 r=k3 r=zmm13
# vpsraq xmm14,xmm21,0A5h
62 B18D08 72 E5 A5, EVEX_Vpsraq_xmm_k1z_xmmm128b64_imm8, EVEX, AVX512VL;AVX512F, op0=w op1=r op2=r w=vmm14 r=xmm21
# vpsraq xmm6,[rax+10h],0A5h
